,pid,name,rent,bedroom,ft2,longitude,latitude
2532,6738413404,"Rustic floors, Plenty of space/storage, Parking, & Epic area(Greenlee)",2599,2,936,-121.966242,37.317099
2533,6741373890,Beautiful Hillside 2 Bedrooms Ready NOW!!! $500 OFF 1st MONTH'S RENT!!,2295,2,850,-122.105315,37.701482
2534,6741379801,LOCATION! LOCATION!  DOWNTOWN LOS GATOS!,2795,2,800,-121.987669,37.222744
2535,6741368592,Welcome Home to Fountaingrove - We've Missed You!,2550,3,1244,-122.727327,38.480990
2536,6738948784,"Views, Pool, Laundry in unit - 2 BR/2BA",4900,2,1109,-122.422871,37.793050
2537,6741379576,Renovated 1x1s in a Tranquil Garden Style Community,2445,1,630,-121.997406,37.357018
2538,6741379498,"Russian Hill, 2BR/1BA furnished first floor full flat.",5450,2,,-122.418303,37.797380
2539,6736907000,2 Bed/2 Bath  - Views of Russian Hill,4900,2,1109,-122.422871,37.793050
2540,6730825042,Beautiful one bedroom,2200,1,740,-122.055505,37.383976
2541,6736430684,"Views, Views, Views! Open House Sat 10:30-11:30AM - 2 BR/2BA w/pool",4900,2,1109,-122.422871,37.793050
2542,6720281460,Nice End Unit w/ Inside Laundry in Concord. Premium Properties,2050,2,918,-121.986528,37.960504
2543,6741379001,Do you need an amazing 2 bedroom apartment?,3057,2,1042,-121.887000,37.347600
2544,6733164818,RENT OUR 2 BEDROOM AND GET A 2 WEEKS OFF SPECIAL!,2215,2,,-122.032973,37.966509
2545,6739036325,"Views, Pool, in unit W/D, 24 hr. Security",4900,2,1109,-122.422871,37.793050
2546,6741375666,Large 1x1 unit coming up! Apply NOW!,2095,1,675,-121.931867,37.282683
2547,6725944298,Charming & Updated Home Near Downtown Healdsburg - Pets Negotiable,3000,2,1416,-122.869532,38.614262
2548,6741378687,Pacific Heights|WALK~Whole Foods~HUGE CLOSETS,4225,2,,-122.424341,37.791965
2549,6739372038,ðŸ’¥Best Priced Unit! Won't Last Long! 2 Weeks FREE!ðŸ’¥,2395,2,1073,-121.988497,37.776905
2550,6741378459,353 Berkeley Park Blvd,1900,1,650,-122.287480,37.899625
2551,6724905718,2br 1bath-1010sq foot - apartment with garage (optional)!!!!,2695,2,1010,-122.054943,37.383197
2552,6738108774,TAKE ADVANTAGE OF OUR 2 BEDROOM SPECIAL!,2215,2,,-122.032973,37.966509
2553,6739798837,"Walk to Facebook shuttle, grocery, school, Caltrain, AC, WD, Pool",4995,3,1325,-122.078674,37.405276
2554,6741378333,Moving in Deal FREE!! 6 weeks off  @ Vio for 3 bdrm home.,2988,3,1327,-121.830600,37.245800
2555,6741378244,Pet Friendly 1X1 Apartment in San Jose! Close to Shopping and 87!,2285,1,811,-121.855159,37.277041
2556,6738405848,Your dream home is Available Now! Call Today! (San Fernando),2295,,,-121.887395,37.335337
2557,6741378224,Brand New Remodeld Bright Inner Richmond 2bd/2ba w/ HW! ~ J.Wavro,3695,2,1000,-122.462416,37.784907
2558,6729777007,A 3br-3ba Townhouse in Berryessa of North San Jose,3076,,1477,-121.850052,37.375802
2559,6733172000,INQUIRE ABOUT OUR 2 BEDROOM SPECIAL TODAY!,2215,2,,-122.032973,37.966509
2560,6741377882,COME & COMPARE! Top Floor 3 Bedroom Flat. Ready Now,4995,3,,-122.420902,37.769530
2561,6739381946,ðŸŒ„1st Floor Unit With Beautiful View!ðŸŒ„,2650,2,1073,-121.988432,37.776905
2562,6741377773,1929 26th Avenue Beautiful Studio,1749,,450,-122.228879,37.784428
2563,6741377595,** NOW AVAILABLE **  -1 Bedroom&1Bath@1531 Shattuck ave**,2350,1,,-122.269619,37.879574
2564,6739404109,ðŸŒŸ2 Weeks FREE!!ðŸŒŸ,2495,2,1073,-121.988518,37.777007
2565,6741351662,"Luxury Cupertino 4 Bedroom, 3 Bath Home Available Now w/ Option",6010,4,2600,-122.064543,37.325042
2566,6741377354,Executive Beautiful 1 Bedroom Apartment,2195,1,700,-122.221979,37.785228
2567,6728158324,3 BR./2 BA. in Desired Bancroft Village! Premium Properties,3000,3,1700,-122.041095,37.922665
2568,6741377239,**NOW AVAILABLE  3 Bedrooms 2Bath***@746 Spruce,4950,3,,-122.453041,37.781081
2569,6739307658,Beautiful Home for Rent in Union City,3500,4,1922,-122.047173,37.594134
2570,6741377105,Palo Alto Large 1BR 1BA Upstairs Unit,2450,1,900,-122.104174,37.415439
2571,6741376911,Beautiful One Bedroom Apartment,1749,1,450,-122.228457,37.784902
2572,6718610094,Beautifully remodeled Garden Apt.,2950,1,,-122.461400,37.781200
2573,6741376771,"Visit Your New Home, Leasing Now!",5456,3,1764,-122.013232,37.325330
2574,6741376720,"Full Flat w/ Shared Yard, Washer/ Dryer In Great Area",5495,3,,-122.441734,37.760478
2575,6741376563,"Corcoran Ave., 2 bedroom 1.5 bath Townhouse",1650,2,880,-122.249186,38.148513
2576,6741376511,2 Bedroom Apartment Great Deal!!!,2395,2,750,-122.228501,37.784854
2577,6735841273,2 Bedroom 2 Bathroom Coming December 1 2018,3250,2,,-122.416792,37.656373
2578,6730213525,Book your tour! Move in this week!,2845,3,1438,-121.845001,37.314795
2579,6741376097,PRICE REDUCED! GRAND PACIFIC HEIGHT RESIDENCE | 3 BED | 2.5 BATH |,8995,3,,-122.426901,37.795290
2580,6725921534,Townhouse with new paint/laminate easy  access to Hwy 12 &101,2150,3,,-122.760093,38.429522
2581,6735672145,BEAUTIFUL TOWNHOUSE IN FREMONT AREA,3000,2,,-121.966463,37.569444
2582,6741375850,Available now!!  Beautiful Two Bedroom Apartment,2595,2,750,-122.228501,37.784854
2583,6741375862,Luxury living in the heart of Downtown Mountain View!!,4285,2,910,-122.085794,37.389801
2584,6741373952,"Sun is shining, come see your new home!",2403,1,720,-121.992490,37.348925
2585,6741375720,HUGE (seriously) yet Charming One Bedroom Cottage,2700,1,850,-122.276115,37.854712
2586,6741375417,RENOVATED 2BR/2BA APARTMENT HUGE CLOSETS AND FULL SIZE WASHER/DRYER!,2672,2,,-122.094978,37.660450
2587,6738399832,"Stunning Floors, Beautiful Tiled Bathroom, Great Storage! 1x1 (8th #5)",1995,1,490,-121.887333,37.345163
2588,6738087905,Two-Bedroom Apartment off 8th and Market,3959,2,,-122.414342,37.778400
2589,6741314700,"Lovely Modern Renovated 2 x 2, available soon!",2575,2,1136,-122.314589,38.326474
2590,6741371838,Newly Remodeled Studio/1BA in Prime Pacific Heights; Pets OK!,3395,,,-122.444300,37.790327
2591,6741375084,"Fabulous Remodeled Top Floor Inner Richmond Apt w/ HW, WD! ~ J.Wavro",3695,2,1000,-122.470298,37.775077
2592,6738614817,BEAUTIFUL Fully Furnished 2bd/1.5 ba Condo In Excellent Location,4150,2,1247,-122.143018,37.428500
2593,6741374744,Large 2 bedroom 2 bathroom available NOW! Tree top view!,2210,2,1200,-121.845001,37.314795
2594,6741374485,Walking Distance to Meadow Park (Ellington Pl),2249,4,1608,-121.998511,38.269486
2595,6735877115,Large 3 BR House with lots of gated parking * Pets welcomed!!,3475,3,1500,-122.116174,37.699350
2596,6741374280,Great 3BR/2BA  Condo  in secure complex in Daly City.,3495,3,,-122.464545,37.668884
2597,6732842929,Country in the City!   3 BR House with gardener *Gated * Pets OK!!,3475,3,1500,-122.116174,37.699350
2598,6741374071,"UNIQUE! Beautifully renovated, bright two bedroom apartment !",3650,2,850,-122.449203,37.770675
2599,6739510270,Two story home for rent in Antioch,2600,4,2150,-121.788988,37.979214
2600,6741373714,Commuting to San Francisco Made easy $500.00 off,1950,1,700,-122.050473,37.884124
2601,6725274442,HUGE 2/1 in Pac Heights w/ TONS of Light!,4100,2,850,-122.424923,37.795544
2602,6724166293,Repriced! 50 Lupine Avenue #12 - 1BD Nice View at Laurel Heights,2725,1,,-122.448554,37.784101
2603,6735525096,BEAUTIFUL TOWNHOUSE IN FREMONT AREA,3000,2,1274,-121.966463,37.569444
2604,6741373018,"Super AWESOME Townhouse Ready Now, Plenty of Storage Space",1800,2,1100,-122.206807,38.107885
2605,6741365946,1 BR / 1 BA Apartment by Lake Merritt,1850,1,,-122.256095,37.796933
2606,6734515314,Versatile Newly Renovated 3bd/3ba plus bonus rooms home in Outer Richm,6500,3,2355,-122.498273,37.774111
2607,6735622819,TOP FLOOR Spacious Marina 2 BD  w/ 1 car parking!,4550,2,,-122.428272,37.803097
2608,6741372429,We have the wonderful 1 bed/1 bath you've been waiting for!,2400,1,700,-122.250434,37.866939
2609,6741372423,"Remodeled Studio w/ Dining Nook, Parkside District (1247A Vicente St)",1795,,,-122.486300,37.744100
2610,6741372377,ðŸŒ³BeautiFULLY Updated With Private Patio!ðŸŒ³,2575,2,1073,-121.988475,37.776922
2611,6731570240,"Top Floor, 1 bd w/ City View from Private Deck & Parking",3000,1,,-122.443305,37.756329
2612,6741346369,"2 bedroom, spacious, updated!!Close to transportation***",2450,2,,-122.298500,37.915600
2613,6725119195,3BD/2BA Corona Heights Flat with Laundry / Cat - Allowed w/ Deposit,5350,3,,-122.445309,37.761880
2614,6741372090,Amazing Brand NEW Homes! 2x2 w/ $99 Deposit!,4917,2,1103,-122.096665,37.404058
2615,6738081202,Almaden 4 Bedroom Home with Exceptional Schools! Multi Pet-friendly!,3850,4,2200,-121.840350,37.209731
2616,6737784400,Oakley home NO SEC 8,2900,5,3300,-121.703600,37.994000
2617,6731018009,Stunning Los Gatos Foothills Gated Estate with Views of the Valley,10500,4,4200,-121.958848,37.213114
2618,6741371876,2 bedroom apartment available,2150,2,600,-122.187878,37.777228
2619,6735858389,Very Close to 101 / N. Fair Oaks / 2/1 Duplex in Sunnyvale,2550,2,850,-122.017700,37.388600
2620,6724165901,"$2,450! 1 Wood St, #6 - 1Bd with Courtyard View!",2450,1,,-122.448377,37.783924
2621,6737185266,3 Bedroom Tanglewood First Floor Condo with Enclosed Private Patio,2875,3,1100,-121.860599,37.264647
2622,6736538366,2/2 Duplex in Cambrian Park/Camden Ave,2350,2,1000,-121.926899,37.261883
2623,6724056856,Single Story 3/2 Home in Well Established Blossom Valley Neighborhood,3150,3,1268,-121.825826,37.249239
2624,6738392381,Jaw dropping Specials!! Impeccable studio with storage (9th #10),1749,,382,-121.875285,37.330896
2625,6741371505,Lease This Gorgeous Studio Today!!!,1896,,400,-122.020972,37.589434
2626,6735607496,"Antioch Home 4 bdm 2.5 bath, 2 car garage",2275,4,2100,-121.787095,37.993525
2627,6731017454,Stunning Los Gatos Foothills Gated Estate with Views of the Valley,10500,4,4200,-121.958848,37.213114
2628,6729675343,"Antioch Home, 2 bdm, 2 bath, approx 1100 sq ft",1925,2,1072,-121.802588,37.959451
2629,6741371279,"Large, fifth, top floor  studio in Central Richmond 494 27th ave #57",2450,,,-122.486884,37.780073
2630,6741371091,The Meadows at Fountaingrove - Your New Home!,2650,2,1426,-122.725574,38.478259
2631,6741370960,"Quartz Countertops, Call for Details, Lease Today",2845,1,671,-121.942127,37.402040
2632,6719300933,Upgraded 1bed/1bath - Menden Manor Apartments,1895,1,560,-121.975472,37.293072
2633,6738117994,Beautiful 2-Bedroom in North Beach Available Now!,4495,2,,-122.418648,37.805582
2634,6729912755,"Top Corner 2 Bedroom 2 Bath Apartment! $1,000 Move-In Credit",3295,2,900,-122.526441,37.945576
2635,6741370511,"Wi-Fi Hotspot at the Courtyard & Pool, Crown Molding, Tech Ready",2881,1,700,-122.241504,37.489042
2636,6718342946,"Apartment in Greenbrae! $1,500 Move-In Credit",2595,1,,-122.526498,37.945453
2637,6738137161,Luxury Apartment in Greenbrae!,2775,1,750,-122.526691,37.945519
2638,6738391213,Advent- Move in Special!!!!,2495,1,818,-122.277296,37.832033
2639,6738404813,Advent- Junior One Bedroom located in North Berkeley apartment availab,1695,1,600,-122.282660,37.871618
2640,6717475723,"3 bedroom, recently remodeled with laundry and garage",2500,3,902,-122.323151,37.914250
2641,6738869082,Advent-Flexible Lease Options Available!,2495,1,800,-122.248242,37.820751
2642,6741369970,Gorgeous 4 year old fully upgraded townhome for Rent,3100,2,1310,-121.899405,37.410371
2643,6738870087,Advent - **Move-In Special** Two Bedroom Apartment in North Oakland!,2095,2,700,-122.276373,37.838019
2644,6738870676,Advent- Completely Renovated West Oakland Home Available with Gated Pa,2395,2,800,-122.283626,37.817065
2645,6730992633,Advent- Top floor Apartment with cityscape views!,2595,2,750,-122.275772,37.870424
2646,6741369752,"Gorgeous Brand New Construction home: 2 Bed, 2 Bath Luxury home",4300,2,1200,-122.687800,38.453400
2647,6738124154,Newly Upgraded 2nd Floor 3BD-Apartment in SOMA District Available Now!,4245,3,,-122.409656,37.779367
2648,6719918562,Advent - Spacious 2 bedroom 1 bathroom apartment home available in Eme,1995,2,650,-122.286404,37.840487
2649,6741369633,GREAT AMENITIES! GREAT LOCATION! Pet Friendly,3140,,582,-122.112230,37.403440
2650,6719217442,Advent - Charming apartment home available in Emeryville!,1695,1,600,-122.286624,37.840477
2651,6741369577,"Big, Beautiful Former Model House/ Best Schools/ For Rent By Owner",2900,5,3800,-120.943879,37.682918
2652,6737634105,Very clean and beautiful 1 BR/1BA Apartment,1850,1,695,-122.056105,37.382616
2653,6724023884,Advent- Amenities Galore in the secluded Chabot Park neighborhood avai,2995,2,1200,-122.126395,37.745344
2654,6730776399,Beautifully Remodeled 2 Bed / 1.5 Bath Unit in Daly City with a View!,2750,2,800,-122.456583,37.703332
2655,6730788351,Advent- Welcome to your Highland Park neighborhood home!,2795,3,943,-122.233458,37.798391
2656,6731823972,Advent- Beautiful Home with Manicured Back Yard Available!,2395,2,876,-122.320189,37.940754
2657,6730775622,Beautifully Remodeled 2 Bed / 1.5 Bath Unit in Daly City with a View!,2750,2,800,-122.456583,37.703332
2658,6733958353,"Beautiful 2BR 1BA Stand Alone, Private 2 Story House in El Cerrito",2595,2,1250,-122.310514,37.914202
2659,6741369261,Brand New Remodeld Bright Inner Richmond 2bd/2ba w/ HW! ~ J.Wavro,3695,2,1000,-122.462416,37.784907
2660,6725985721,"Townhouse Style 2 bedroom/1.5 Bath Apartment Available, by Ralston Ave",2800,2,1140,-122.273378,37.521336
2661,6741369207,Amazing Opportunity to Live in Downtown Walnut Creek!!,2200,2,1050,-122.053627,37.894465
2662,6737595114,Bright Top Floor Apartment near El Camino Available November 10!,2800,2,750,-122.408783,37.614335
2663,6721597682,GORGEOUS Townhome in Beautiful JC Neighborhood!,2095,2,1000,-122.714298,38.453111
2664,6735837061,4-Bedroom Fully Furnished Apartment with Large Community Study Area,1300,4,1300,-122.270751,37.850324
2665,6729981789,"3 bedroom, recently remodeled with laundry and garage",2500,3,902,-122.323151,37.914250
2666,6741368769,"Gorgeous 1x1, Ready for Move in Mid November!",2095,1,675,-121.931867,37.282683
2667,6720643499,Remodeled downstairs 2 X 1 w/ garage**First Month Free**Now Available*,2420,2,,-121.939372,37.271553
2668,6737453860,Coming Soon!!! Beautiful Remodeled Townhome JC Neighborhood!,2095,2,1000,-122.714298,38.453111
2669,6720088845,Beautiful Renovated Townhome by SRJC Available  Soon!,2095,2,1000,-122.714298,38.453111
2670,6739299162,cozy condo in a quiet community,2500,2,888,-121.817045,37.305768
2671,6737627023,Bright and Clean Studio Apartment,1450,,495,-122.056105,37.382616
2672,6723272949,"Bar-height work station in lobby area, Courtyard dog run, Mail room",2897,1,503,-122.253580,37.833826
2673,6741368199,Enjoy the Bay Right Outside Your Door!,2865,1,611,-122.429000,37.624700
2674,6741368153,Get the Pet Friendly Backyard You Always Wanted! $750 off move in!!!,2766,2,1051,-121.992490,37.348925
2675,6741368036,3-BEDROOM/2.5 BATH DUPLEX IN GREAT LOCATION,3300,3,1747,-122.035493,37.377808
2676,6739284892,Huge 2 bedroom with large private yard,2700,2,,-121.852691,37.355282
2677,6738476472,Updated 1 Bed Unit in Redwood City Available in November!,2275,1,,-122.228676,37.465037
2678,6738388517,Simply Wonderfully Large 1x1 near SJSU! Plus A MOVE-IN GIFT(8th apt 4),1995,1,714,-121.875649,37.329417
2679,6741367439,"$500 Off, $199 Deposit, Top Floor, A/C, In-Unit W/D, Patio",2560,2,808,-121.995997,37.558468
2680,6741353731,PERFECT TWO BEDROOM APARTMENT...WAITING FOR YOU TO MAKE IT HOME!!,1995,2,1080,-121.351842,37.753173
2681,6741367124,"Spacious Live/Work Loft Waiting to be Called ""Mine""",2585,1,820,-122.279278,37.829935
2682,6718321717,Spacious unit available in Dublin Ranch Village,3450,3,2160,-121.868463,37.707726
2683,6741366784,New Construction! Must See! Designer finishes! ~ J.Wavro,6600,3,,-122.456296,37.781381
2684,6741364319,"Fantastic 3 bed, 2.5 bath home with high-end finishes in Campbell",4800,3,1962,-121.953555,37.290442
2685,6741366445,"One bedroom homes in late November for $2,465.  Tour today!",2465,1,748,-122.072172,37.379740
2686,6739295746,Lovely remodeled  4 bedroom home in a central East Bay location,3000,4,1400,-122.123868,37.679258
2687,6741351317,"Garage with Automatic Opener, Open Floor Plan, Granite Countertops!",2651,2,1111,-122.639300,38.459200
2688,6741366085,Junior 1 bedroom/1bathroom with gorgeous bay window! Rent Controlled!,2995,1,,-122.414209,37.791927
2689,6741366067,Newly Sweet Remodeled Room - Free In house Washer Dryer,1500,,,-122.465342,37.717918
2690,6739390879,Studio - Affordable living on well-designed floor plan,1394,,410,-121.812158,37.262441
2691,6730994932,Two story-townhouse,2250,3,1265,-121.598504,37.014496
2692,6738471791,Newly Updated Studio/1BA in Prime Pacific Heights; Pets OK!,3195,,,-122.429447,37.792217
2693,6741365928,"Pergo Flr, Short Distance to Dwntwn Los Gatos",1995,1,708,-121.972568,37.269043
2694,6741365869,Fully Furnished one bedroom /  2949 Jackson St,2550,1,1134,-122.443636,37.791315
2695,6732451338,"175 Santa Rosa Ave, XL 1 bed modern condo style",1995,1,,-122.250130,37.818968
2696,6738474870,New Remodeled 1BR/1BA in prime Pacific Heights; Pets OK!,3695,1,,-122.444300,37.790327
2697,6741365701,Studio,1550,,475,-122.124000,37.702400
2698,6741365641,"Your Next Home Right Here At Alborada, Apply Now! $2271.00",2271,1,747,-121.971200,37.530800
2699,6741365611,HURRY TODAY ONLY! SPECIAL! SPECIAL! 1 MONTH FREE PLUS WAIVED APP FEE!,2050,1,650,-122.021172,37.572235
2700,6738976920,Newly Remodeled 2BR/1 BA in North Beach with Parking; Pets Okay,4195,2,,-122.411564,37.799186
2701,6735469669,Penthouse Two Bedroom Apartment Overlooking the Mission,4093,2,,-122.414342,37.778400
2702,6741365527,"Fantastic 3 bed, 2.5 bath home with high-end finishes in Campbell",4800,3,1962,-121.953555,37.290442
2703,6732448345,791 Kingston** 2 bedroom 1 bath. Prime Piedmont border*Newly Renovated,2095,2,,-122.248521,37.824633
2704,6741365277,Amazing views  on this 3x2.5 apartment! Lease today!,5134,3,1778,-121.886948,37.329931
2705,6739076668,New Remodel 1 BR/1 BA in North Beach with Parking; Pets Okay,3495,1,,-122.411564,37.799186
2706,6741365022,"Near Downtown San Leandro, Newly Renovated Unit is Waiting For You!",2094,1,750,-122.153249,37.716978
2707,6738108790,"Cupertino 2BR 1.5BA apt, Remodeled w/Espresso cabinets, Modern kitchen",2795,2,840,-122.033456,37.308206
2708,6741364628,2 bedroom 1 bath - upper unit ~ J.Wavro,2500,2,,-122.277980,37.817827
2709,6741364479,"15 Month Lease! 2BD, 2BA Come View & Lease Today, San Ramon",2982,2,1115,-121.949916,37.764591
2710,6741364455,"$2,450! 1 Wood St, #6 - 1Bd with Courtyard View!",2450,1,,-122.448377,37.783924
2711,6741364293,Gorgeous -  One Bedroom with Den- Available November 25,2595,1,824,-121.849022,37.275692
2712,6741364107,"Newly Renovated Top Floor 1 BR, Sunrise View Over San Bruno Mts!",2800,1,693,-122.464304,37.684894
2713,6741363964,"Vessel sinks in bathroom, Douglas Fir cabinetry, Pet Park",3051,,417,-122.415908,37.775272
2714,6741363808,BEDROOM FOR RENT IN A HOUSE IN THE OAKLAND HILLS!,1200,1,,-122.184477,37.787627
2715,6741363825,1x1 Beautiful evening sunlight,1998,1,731,-121.923265,37.693907
2716,6741363544,Corner Unit 1 Bedroom Available Now With 1 Month Rent FREE!,2175,1,825,-122.141848,38.218042
2717,6741363412,Calling All Pet Lovers: Vacaville's Best Apartment Welcomes You!,1867,2,986,-121.974239,38.346283
2718,6741363399,OPEN THIS AD NOW - Beautiful 2 Bedroom 2 Bath - 3rd floor,2831,2,1046,-121.848936,37.275624
2719,6741363031,Relaxing Atmosphere in Our Waterfront Community!,2976,,,-122.267318,37.566362
2720,6741362934,4BD/3BA 10 yr new Single Family Home avail in late Jan(near Google),5299,4,1700,-122.091172,37.405173
2721,6741348026,SPECIALS!! CALL NOW!! MOVE INTO YOUR NEW APARTMENT TODAY!,1995,2,1035,-121.351842,37.753173
2722,6741362850,"Great studio w/Laundry, Sm Pet Consid (494 27th Ave #21)",2395,,,-122.486884,37.780073
2723,6741362755,A Real Treasure Great Location! UTILITIES INCLUDED,1925,1,640,-121.863833,37.389606
2724,6741362100,You Can Have it ALL and Then Some!,2420,,401,-122.491585,37.655134
2725,6741362062,2BR/2.5 BA Two-Level Townhouse w/ attached 2-car garage,2800,3,1202,-121.880685,37.708536
2726,6741362002,Nice 4 Bedroom House for rent,3100,4,1560,-122.369582,37.955623
2727,6741361070,Resort Style Living Walking Distance To Downtown Walnut Creek!,2603,1,667,-122.059164,37.907848
2728,6741361906,Fully furnished studio with a private patio,2704,,,-122.405240,37.800934
2729,6741361884,Modern Quiet Studio (up to 2 ppl) - 30 mins from DT by Bus/Bart,1875,,,-122.428386,37.726028
2730,6741361824,"Ashbury Heights 1bd w/views, pkg, w/d ~ J.Wavro",3695,1,,-122.444412,37.763987
2731,6741345889,Furnished Studio Suite -  In Pleasant Hill,2860,1,401,-122.059285,37.933341
2732,6741361787,"2 bedrooms and full bath- Gorgeous Duplex House at 96th Ave, Elmhurst.",2000,2,825,-122.160877,37.750810
2733,6741361740,BEAUTIFULLY APPOINTED 2X2 WITH QUARTZ KITCHEN AND BATH,2220,,,-122.748519,38.467004
2734,6741361702,Refreshing Oversize 2x1 with Contemporary Floors. RARE SPECIAL(7th #2),2449,2,900,-121.877930,37.330761
2735,6741361686,Great Opportunity for a Spacious 4/3 in Fairfield (Hemlock),2199,4,1542,-122.039994,38.261556
2736,6741348027,Spacious three-bedroom home in a great location in Palo Alto,5100,3,1777,-122.140219,37.423553
2737,6741360961,"Spacious Studio Apartment Home, Utilities Included! Move In Specials!",1870,,405,-121.977173,37.313825
2738,6741360870,Sunny 1 bedroom apartment - Adams Point,1895,1,500,-122.253606,37.809818
2739,6741360797,"Active Seniors, Modern Interiors, Coffee Lounge, Large Bedroom",3200,2,984,-122.291795,37.531865
2740,6730617834,A luxury TH in Gale Ranch 3bd/2.5ba less than 2 years(Close to schs,3500,3,1742,-121.910648,37.765253
2741,6741360507,Tour & Lease At This Great Price! 1x1 w/W/D & Bring Your Pet Along!,2100,1,701,-121.934967,37.293942
2742,6741356957,$500 OFF FIRST FULL MONTH!!,2795,1,,-122.415372,37.789320
2743,6741360353,Live On The Top Floor & Go Downstairs For A Pour...,2705,1,624,-122.273907,37.796330
2744,6741360303,Great Deal on this Wonderful Three Bedroom! (Coronel),2150,3,1149,-122.222623,38.083194
2745,6741360289,~  Live Love Lafayette hills ~,3102,2,1100,-122.102900,37.894979
2746,6741360217,"Dry-Cleaning Services, Large Private Balcony with Views, Billiards",4355,1,675,-122.156875,37.446638
2747,6741360141,Fall into your new home!,2275,1,911,-122.714678,38.354550
2748,6741356276,Avail. Dec. 1st/End of Nov. Luxury Master Suite in Cole Valley/UCSF,3200,2,1700,-122.455916,37.764997
2749,6741359845,850 sqft 2 bed 2 bath here at Creekside!,3199,2,850,-122.322500,37.573500
2750,6733302784,Beautiful Single Story Home next Santana Row,3600,3,,-121.945925,37.322428
2751,6741359775,MUST SEE STUDIO!,1895,,,-122.415372,37.789320
2752,6732533338,Modernized apartment in downtown area! (H108),1750,1,605,-122.156832,37.729419
2753,6733424241,NOW LEASING*961I*BRAND NEW LIVE/WORK SPACES*2BR/2.5BA*NEW CONSTRUCTION,3600,2,2200,-122.356231,37.919138
2754,6737383714,Updated Central Sunset Single Family Home 3BD/2BA,4200,3,1200,-122.491451,37.753236
2755,6741359699,Beautiful 1 Bedroom 1 Bath!,1665,1,670,-122.708498,38.341814
2756,6741359599,Beautifully Landscaped Property! 1 Bedroom w/ Courtyard View!,2445,1,697,-122.462848,37.636965
2757,6741359539,Cool Apartments. Hot Location.,1570,1,750,-122.019819,38.251119
2758,6734469378,"Beautiful home near Montgomery Village, remodeled &with hardwood floor",2900,3,1300,-122.676497,38.445811
2759,6741359263,Brand New One Bedroom Ready Now!,2836,1,552,-122.294186,37.843953
2760,6729706042,"Spacious,  Bennett Valley country home with views!",3900,4,2800,-122.673797,38.424312
2761,6728908546,Nice Cozy 1x1 unit with Fire place,2195,1,720,-121.984400,37.348300
2762,6741311065,"Recently renovated, generous storage, electrical bill included!",5950,4,2200,-122.461214,37.754497
2763,6733642434,Gorgeous b bedroom 2 bathroom on Special!,2795,2,1056,-121.970402,37.324897
2764,6733421905,*1850sqft*911H*BRAND NEW LIVE/WORK SPACES*1BR/1.5BA*NEW CONSTRUCTION**,3000,1,1850,-122.356153,37.919002
2765,6741358728,Beautiful Townhouses starting at $2880-,2880,2,940,-121.893900,37.296000
2766,6741358689,Come See What You've Been Missing! 1B/1B,2627,1,551,-122.243513,37.537302
2767,6741347625,"Vaulted Ceiling, Balcony/Patio, Ceiling Fan",2020,1,460,-121.736731,37.709663
2768,6741358283,Chic Modern Penthouse in Cow Hollow,3950,1,840,-122.437695,37.799634
2769,6722053559,"3 Bedroom, 2.5 Bathroom Condo",3700,3,1505,-122.269380,37.561291
2770,6721645558,"2 Bedroom 1 Bath With Sun Room...343 41st, Oakland 94608",3995,2,1300,-122.158700,37.720500
2771,6741357825,"Private bike lockers, walk to LightRail, Granite kit and bath cntr, AC",2295,1,700,-121.959856,37.270000
2772,6721576790,Furnished Single Family Home for Rent Short Term,4995,2,1200,-122.294831,37.839232
2773,6721096881,5 Bedroom/ 3 Bath 375 Moncada Way,13995,5,2590,-122.457100,37.735400
2774,6732330263,1 Bedroom Apartment Between Market & Dolores Park!,2649,1,,-122.426472,37.765581
2775,6741357573,New lower price & Nov's rent FREE! Don' t miss out 10min walk to BART,1875,1,658,-122.061398,37.929464
2776,6741357472,Remodeled modern Sunnyvale home,4500,3,1415,-122.017700,37.388600
2777,6741357343,Fully Furnished one bedroom / 855 LA PLAYA,2015,1,795,-122.509959,37.772232
2778,6741357314,Immediate Move-in!! Spacious one bed one bath!,2656,1,940,-121.886961,37.329949
2779,6720838618,Beautiful Remodeled 3 Bedroom / 2 Bath Duplex Lower Unit,3600,3,1300,-122.280400,37.836500
2780,6735588758,3 bed / 1.5 bath townhouse available,3000,3,1130,-121.858500,37.403100
2781,6741357098,Find the Home of Your Dreams at Turing! Get Your 1st Month on Us!,3117,1,1001,-121.898987,37.411674
2782,6741357035,1BR Private Studio in Safe Neighborhood - 5 mins to Bart to Downtown S,1875,1,350,-122.428386,37.726028
2783,6741356947,"Fabulously Restored 2BR/2BA Flat with 3 Fireplaces, 2 Living Rooms",10000,2,,-122.425341,37.794547
2784,6741356663,"Large, 1BR available in The Alician Apartments walk to BART",2250,1,700,-122.266853,37.803128
2785,6741334510,"RESIDENTS LOUNGE, VAULTED CEILINGS 8'11-14'HEIGHTS, MODERN CABINETRY",2770,2,1054,-122.263700,38.006600
2786,6733412811,*1100sqft*HUGE Yard OPEN HOUSE NOW*Quiet Street*1 Car Private Garage**,2600,2,1100,-122.316037,37.918785
2787,6741356267,Stunning extra large  2br Chef's kitchen great location,3095,2,,-122.266726,37.803330
2788,6741356242,"Two-story,  luxury single family home in Southwest Novato",5995,4,,-122.540400,38.061800
